Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2561.5781
FDG31,OUT045,1078.051
FDC60,OUT045,1637.7314
FDL36,OUT013,1447.4276
FDP21,OUT013,3030.2588
FDW16,OUT045,1415.9811
FDX02,OUT017,3749.6082
FDQ58,OUT027,3797.734
FDT51,OUT046,1780.9331
FDD59,OUT049,1350.3617
NCM42,OUT018,1505.9211
FDA57,OUT018,597.3185
FDZ48,OUT035,1881.3369
FDE46,OUT045,2483.5188
NCZ30,OUT019,434.59375
FDB56,OUT017,3159.7002
FDA25,OUT027,2586.6665
FDD20,OUT013,2157.6372
FDL25,OUT013,1549.6631
NCO18,OUT049,2915.398
FDJ45,OUT017,766.79535
FDR12,OUT035,2744.5942
NCF19,OUT010,233.44365
FDK25,OUT046,2768.525
NCR17,OUT046,1996.7114
FDC52,OUT046,2392.8013
NCA54,OUT017,3018.9648
FDR45,OUT010,668.98816
NCM19,OUT049,2019.073
FDF39,OUT027,6121.4097
FDX23,OUT049,1600.7521
FDD58,OUT027,2575.3577
FDX28,OUT013,1701.0737
NCD31,OUT013,2650.9583
FDU57,OUT018,2243.5315
FDI27,OUT046,880.86633
NCM42,OUT046,1731.9934
FDD32,OUT027,2292.2786
FDI34,OUT013,3797.1013
NCM29,OUT049,2187.7437
FDG46,OUT018,1644.7899
DRC01,OUT010,275.442
FDB15,OUT027,5873.5674
NCA17,OUT027,3657.5227
FDF10,OUT046,2519.7944
FDR26,OUT027,4723.7383
FDI02,OUT049,1813.0421
NCM54,OUT010,379.65997
FDF14,OUT013,2351.7534
FDJ33,OUT010,406.5871
FDM20,OUT035,3926.8386
FDC03,OUT027,5315.986
NCX05,OUT046,1967.9321
NCM41,OUT027,2540.8606
NCU29,OUT010,490.16565
FDQ59,OUT017,1418.8647
FDH46,OUT010,357.76703
FDH09,OUT013,840.8287
NCD06,OUT045,848.9436
FDC15,OUT035,2459.166
DRD37,OUT027,1131.5002
FDT28,OUT027,3437.293
FDR28,OUT027,4097.4995
FDT38,OUT017,1455.9452
FDV34,OUT027,2257.4407
FDY52,OUT035,1076.7125
FDB34,OUT013,1413.1464
DRL23,OUT018,1522.3375
DRB24,OUT046,2375.6245
FDJ50,OUT046,945.8425
FDQ49,OUT035,2517.6658
FDP20,OUT035,2079.618
FDV19,OUT027,4175.736
NCR54,OUT045,3054.2122
FDO09,OUT010,664.94586
FDS57,OUT018,1863.5979
FDN10,OUT049,1967.1333
FDV23,OUT049,2073.0393
FDY28,OUT049,3413.2832
DRG51,OUT013,2656.3606
FDD45,OUT019,358.408
NCL18,OUT027,5359.762
NCM29,OUT013,2160.179
FDF17,OUT027,5349.793
FDE22,OUT017,2651.9448
FDQ22,OUT017,735.2645
FDS01,OUT013,2903.3342
FDW35,OUT027,1370.6912
FDJ33,OUT046,2049.3816
NCF54,OUT035,2910.7712
FDE09,OUT013,1719.7303
NCE06,OUT045,2487.5398
DRH49,OUT049,1300.4452
FDY43,OUT045,2693.654
NCT05,OUT017,3934.5203
FDZ34,OUT045,3344.107
FDL38,OUT017,1469.8491
FDZ31,OUT017,3110.368
FDR14,OUT035,943.3987
NCN54,OUT049,1300.4452
NCC42,OUT027,3372.454
FDK08,OUT017,1673.4203
FDP59,OUT013,1658.2661
FDV22,OUT035,2804.7625
FDD33,OUT035,3791.8398
DRE60,OUT027,5926.4995
FDK52,OUT046,3626.5308
FDA02,OUT017,2483.4434
FDM56,OUT049,1711.0302
FDE57,OUT035,2190.07
FDM32,OUT045,1236.5625
NCQ30,OUT027,3018.6003
FDQ27,OUT027,2477.676
FDT60,OUT027,3248.6353
FDU43,OUT049,3821.6587
NCO55,OUT035,1771.9597
FDG02,OUT045,3041.2175
FDJ28,OUT013,3022.9182
FDP40,OUT045,1762.6393
FDJ38,OUT045,3049.6023
NCC54,OUT017,3744.797
NCZ41,OUT046,2039.5055
FDK38,OUT019,475.855
FDU52,OUT013,2375.9182
FDC40,OUT046,1302.2979
NCR30,OUT017,1335.2128
NCN18,OUT017,1790.481
FDB50,OUT035,1357.1669
FDG04,OUT013,3028.3477
FDR26,OUT035,2876.6257
NCT17,OUT018,2837.316
FDX35,OUT027,5380.0156
FDS12,OUT046,2043.8027
NCZ29,OUT027,3363.541
FDB38,OUT010,497.43814
FDP12,OUT013,711.96356
FDP22,OUT046,941.9618
FDS26,OUT018,3761.9133
FDR52,OUT046,3097.0151
DRJ13,OUT046,2629.7395
FDU48,OUT027,3272.2476
FDE29,OUT035,1062.0929
NCT29,OUT049,2085.8538
DRK37,OUT018,3153.9746
FDK55,OUT046,1392.2227
FDR07,OUT046,1769.4026
FDO21,OUT027,5088.6685
FDK46,OUT049,3881.4785
FDB12,OUT045,1710.0865
FDT31,OUT027,4590.2944
FDJ33,OUT045,1984.6254
FDC26,OUT027,3193.8508
NCQ02,OUT045,2999.61
FDP08,OUT010,535.5742
FDB11,OUT027,4310.123
FDV55,OUT013,2472.5725
FDW20,OUT049,2081.9849
NCJ18,OUT019,417.92337
FDC41,OUT018,1140.7893
FDE14,OUT027,2592.3582
FDG35,OUT013,2660.1443
FDF45,OUT035,1052.6229
FDS19,OUT027,2261.7944
FDS58,OUT019,460.3144
FDA26,OUT017,3833.9695
FDM32,OUT049,1385.5623
FDL45,OUT046,2138.5059
FDZ55,OUT049,2567.2917
FDY37,OUT049,2248.0566
FDO46,OUT046,3048.3855
FDQ60,OUT046,2084.9722
FDA19,OUT018,1850.5089
FDL15,OUT046,2491.4014
FDM10,OUT018,2812.161
NCL05,OUT017,771.9432
DRK49,OUT010,230.14575
NCE18,OUT027,6194.1724
FDG40,OUT049,716.6504
DRI59,OUT045,3714.4885
FDK28,OUT035,4225.882
NCD06,OUT019,244.45128
FDO11,OUT019,585.2684
FDK27,OUT046,2121.078
FDT43,OUT027,1479.4879
FDD38,OUT018,1534.7102
FDA16,OUT049,3499.0427
FDL14,OUT027,3964.9343
NCM17,OUT049,843.5135
FDD20,OUT045,2078.9355
FDA40,OUT045,1390.107
FDL43,OUT045,1309.4156
FDV15,OUT045,1683.5388
FDE52,OUT046,1445.2424
NCL17,OUT010,509.87357
NCJ31,OUT045,3609.9055
FDR60,OUT045,1301.9708
NCA18,OUT035,1920.3055
FDS21,OUT027,1855.7073
FDW09,OUT035,1381.629
FDL26,OUT035,2548.7632
FDS47,OUT018,1478.3389
FDC39,OUT046,3390.5486
FDT51,OUT035,1805.6919
FDK40,OUT035,4180.4126
NCG19,OUT045,3507.9795
FDZ07,OUT046,1084.4863
FDF08,OUT027,2422.7407
FDO04,OUT013,909.9993
FDK41,OUT018,1426.7072
FDP15,OUT049,3819.7158
NCD43,OUT018,1527.9059
NCP18,OUT013,2514.1802
FDZ51,OUT046,1573.5627
DRH13,OUT035,1756.9918
FDF38,OUT045,718.83716
NCI43,OUT045,842.3239
FDM38,OUT027,1795.3723
FDS03,OUT013,1114.072
DRJ47,OUT017,2901.1997
FDT50,OUT010,334.60342
FDV02,OUT046,2883.878
NCG18,OUT017,1772.1118
FDW52,OUT046,2669.978
FDS40,OUT035,768.1041
FDN31,OUT017,3165.5476
FDA37,OUT045,1980.075
FDA15,OUT046,4288.293
FDL39,OUT046,2961.8064
FDJ53,OUT045,1964.1426
FDX22,OUT013,3439.6418
NCZ42,OUT045,3621.7727
FDD56,OUT027,4400.603
FDD40,OUT017,3170.977
FDS50,OUT013,3892.6167
NCN14,OUT013,2898.9287
FDT15,OUT013,3022.331
NCS18,OUT027,2572.9592
NCO26,OUT010,393.06226
FDF58,OUT018,878.5466
NCB19,OUT013,1512.2913
FDH26,OUT017,2197.723
DRB24,OUT027,3873.8745
FDA49,OUT018,1282.662
FDB32,OUT045,1386.8588
FDI36,OUT017,3129.1946
NCA17,OUT010,497.18066
FDH22,OUT013,2084.369
NCM26,OUT018,2351.39
FDT15,OUT027,4962.1553
FDB16,OUT018,1295.656
NCP54,OUT027,3351.1572
FDJ36,OUT013,1736.5005
FDO28,OUT045,1949.7476
FDU09,OUT013,880.8405
FDF29,OUT017,2163.6433
FDY08,OUT013,2202.9993
DRJ59,OUT018,557.10706
FDT23,OUT027,2236.1504
FDU15,OUT018,558.957
FDT47,OUT013,1728.8638
FDI53,OUT019,537.02905
FDR59,OUT018,3615.9143
FDD53,OUT035,775.9003
FDY51,OUT017,3449.5327
FDT04,OUT049,727.55096
FDU51,OUT049,2817.688
FDG14,OUT035,2417.7454
NCU06,OUT045,3813.5566
DRG25,OUT046,3109.4397
DRH49,OUT035,1416.8108
FDN15,OUT035,2262.7324
FDL43,OUT018,1111.9807
NCT18,OUT049,3109.7676
NCB31,OUT013,3762.4832
FDK57,OUT035,1937.0691
FDY04,OUT019,505.43356
NCP54,OUT046,2124.556
FDF41,OUT013,3796.1262
FDM01,OUT045,1697.6058
FDW03,OUT045,1764.6978
FDF28,OUT045,2051.7126
FDY37,OUT017,2249.3164
FDQ03,OUT017,3770.4988
FDP51,OUT027,3166.8403
FDJ40,OUT017,1841.9761
FDC32,OUT049,1523.5403
DRI49,OUT027,2238.6487
NCW54,OUT017,960.2894
FDF09,OUT017,760.4466
FDP45,OUT018,3200.6018
DRJ23,OUT018,2842.841
FDS59,OUT017,1848.652
FDY08,OUT046,2095.1096
FDX16,OUT049,2470.8257
FDY16,OUT018,2886.6357
FDK32,OUT035,2604.9224
FDQ22,OUT013,749.44135
NCC31,OUT018,2205.763
FDG58,OUT049,2440.3484
DRF48,OUT013,3033.188
DRH36,OUT049,1266.6383
NCR30,OUT035,1359.043
FDB03,OUT019,683.04004
FDZ28,OUT027,3340.4255
FDR35,OUT017,3161.9207
DRD15,OUT027,5558.485
FDJ33,OUT019,400.5039
FDA56,OUT010,365.2876
FDP56,OUT046,887.43335
NCT30,OUT046,876.97314
FDK15,OUT017,1637.4077
FDH44,OUT018,2114.9321
FDV01,OUT013,2436.4604
DRG03,OUT017,2521.6414
FDG50,OUT027,2459.1992
FDR16,OUT010,745.19183
FDZ60,OUT046,1655.2366
DRG03,OUT045,2460.6274
FDS56,OUT018,3539.8652
FDU33,OUT045,861.8719
DRD27,OUT035,1652.685
FDW22,OUT046,3570.233
DRA24,OUT045,2553.3503
FDF38,OUT049,742.7749
FDX48,OUT013,2449.1345
FDS58,OUT018,2375.6511
FDC32,OUT046,1529.3202
NCQ29,OUT045,3844.8857
DRK39,OUT018,1247.8632
NCS38,OUT017,1965.2678
DRO47,OUT013,1806.8463
DRG27,OUT027,1035.1011
FDC57,OUT027,5328.208
FDS55,OUT046,2395.159
NCJ06,OUT018,1838.2593
FDO01,OUT019,448.94864
NCM55,OUT045,3063.3904
FDC52,OUT049,2394.0056
FDQ15,OUT045,1184.7003
NCT30,OUT027,1477.3716
NCR42,OUT027,1064.9186
FDD28,OUT035,977.54285
FDQ34,OUT049,1723.5773
FDZ12,OUT027,2992.6401
DRE13,OUT019,337.2401
NCN07,OUT019,404.62814
FDM28,OUT035,3022.225
FDI10,OUT017,2886.5437
FDQ25,OUT013,2613.137
FDA38,OUT010,1107.1472
DRI13,OUT049,3514.7139
FDY20,OUT027,2571.1758
NCZ53,OUT035,3158.1777
NCM31,OUT013,2412.413
DRB01,OUT017,3137.9763
DRF37,OUT046,3799.075
NCF42,OUT049,2794.5889
FDF16,OUT018,2312.4114
FDB41,OUT013,832.3065
FDR34,OUT013,3945.5212
FDR15,OUT018,2208.4746
NCV42,OUT019,380.74567
FDW51,OUT035,3431.8306
FDU36,OUT017,1627.7489
FDX60,OUT049,1363.3553
FDY03,OUT035,1926.9695
FDW55,OUT045,3865.755
FDT01,OUT010,731.2059
FDG58,OUT013,2424.7205
FDK21,OUT017,3684.4226
NCS41,OUT019,533.4436
FDS10,OUT045,2866.2136
NCT53,OUT046,2554.8743
FDJ28,OUT018,2843.863
FDX44,OUT045,1403.8998
FDT20,OUT018,581.78876
FDO44,OUT017,1780.1578
NCX17,OUT049,3455.8755
FDY01,OUT017,1949.3201
FDJ12,OUT027,5013.2466
DRK35,OUT018,577.5487
FDD47,OUT019,402.47122
NCM53,OUT035,1725.7096
FDO45,OUT013,1400.4879
NCM42,OUT010,386.2705
FDE04,OUT046,2882.3945
NCI30,OUT027,5775.716
FDZ19,OUT013,2772.2532
FDW57,OUT013,2806.567
FDA25,OUT013,1715.5334
FDT22,OUT046,1094.384
FDP51,OUT013,2007.7118
FDD48,OUT027,2852.807
FDY39,OUT035,3130.6917
FDO48,OUT010,802.83685
FDD23,OUT027,4180.175
DRN35,OUT027,1069.4528
FDT01,OUT035,3404.2197
FDC20,OUT010,262.78082
DRJ35,OUT035,1071.5626
FDB32,OUT046,1523.7203
FDL24,OUT046,2877.861
NCV42,OUT035,1896.383
FDZ46,OUT046,1723.4628
FDC15,OUT013,2387.763
FDD08,OUT019,212.03433
FDY50,OUT049,1501.0991
FDD36,OUT013,2038.9598
FDG57,OUT027,1523.541
FDL21,OUT018,596.0483
FDN16,OUT027,2577.7668
FDJ09,OUT027,1034.6929
FDS01,OUT010,608.2423
FDV33,OUT017,3854.3745
DRE12,OUT017,1928.3131
FDR07,OUT013,1655.4829
FDP48,OUT010,572.4395
NCB55,OUT035,999.668
FDQ08,OUT013,960.6583
FDR34,OUT035,3972.6597
FDO33,OUT046,1810.6371
FDP13,OUT045,744.06055
FDX12,OUT049,3826.8135
NCT06,OUT049,2713.4534
FDR16,OUT019,678.4778
FDE36,OUT046,2552.4275
FDZ36,OUT049,3103.827
FDV13,OUT045,1386.6478
NCZ17,OUT035,740.67255
FDU56,OUT045,3091.87
FDM09,OUT035,2916.2651
FDV02,OUT017,2939.314
FDS34,OUT018,1599.535
FDA11,OUT049,1588.4764
FDP09,OUT017,3678.59
FDB29,OUT027,2905.1384
FDT19,OUT017,2912.4204
DRH15,OUT017,796.62476
FDY38,OUT046,3495.208
FDF14,OUT027,3719.6982
FDN48,OUT010,350.43103
FDQ12,OUT013,3908.4521
NCJ43,OUT045,2814.8867
FDE17,OUT019,441.41486
FDB05,OUT035,4122.676
FDH10,OUT045,2109.906
NCR06,OUT017,789.31976
FDU32,OUT018,1834.7115
FDD56,OUT049,2875.0908
FDO36,OUT018,2697.39
FDH16,OUT010,330.87274
FDX10,OUT018,486.60187
FDZ37,OUT017,1481.4355
FDU31,OUT010,652.5643
DRC49,OUT049,2100.2407
FDL15,OUT045,2483.1863
FDN32,OUT019,558.1395
DRH59,OUT027,2063.634
NCU29,OUT049,2394.5986
FDR37,OUT019,585.74335
FDS14,OUT018,2311.6443
FDU02,OUT027,5836.046
FDJ08,OUT035,3092.8967
NCZ06,OUT045,3609.9343
FDO31,OUT049,1409.8009
FDH31,OUT018,1526.7319
FDS58,OUT017,2664.6467
NCA53,OUT027,1171.1904
FDF50,OUT046,3076.963
NCW42,OUT049,3659.0964
NCQ17,OUT045,2413.8047
FDK51,OUT018,3719.7026
NCW41,OUT010,523.58356
NCR29,OUT017,965.8418
FDB08,OUT019,450.829
FDA40,OUT027,2608.2993
FDL14,OUT018,2318.5103
FDB47,OUT046,3505.6118
FDO03,OUT035,3811.1328
DRK13,OUT019,501.78345
FDX13,OUT010,677.4076
FDF52,OUT046,3098.2373
FDT11,OUT013,3014.3726
FDB08,OUT013,2515.726
FDQ28,OUT018,2222.216
FDD29,OUT045,4136.253
NCQ29,OUT027,5714.084
NCO02,OUT013,1053.9628
FDR56,OUT010,671.5311
NCM54,OUT049,2125.7651
FDP51,OUT035,1952.1521
FDT38,OUT013,1381.5605
FDZ20,OUT018,3578.491
FDJ53,OUT013,2044.2502
FDX13,OUT049,4198.644
FDP58,OUT035,3804.5894
NCK31,OUT019,262.40952
FDA35,OUT018,1787.6047
FDV37,OUT018,2871.9744
NCO07,OUT027,5015.3584
FDA20,OUT045,3049.7778
FDZ59,OUT035,2754.079
NCY17,OUT017,777.78784
FDQ28,OUT035,2556.0073
FDV35,OUT017,2462.3933
FDQ36,OUT013,740.3013
FDD34,OUT018,2370.0828
FDK51,OUT045,3944.1958
FDV31,OUT035,2847.9736
FDR04,OUT035,1625.0256
FDR14,OUT049,940.878
DRC36,OUT010,629.62115
FDE39,OUT019,386.5418
FDP57,OUT049,1718.2787
FDE57,OUT046,2192.0957
NCN18,OUT046,1792.9344
NCQ05,OUT018,2225.81
FDW47,OUT035,2122.743
FDV46,OUT035,2249.7566
NCP29,OUT045,1114.9146
FDE09,OUT018,1599.3142
NCU06,OUT027,6007.4346
FDT19,OUT010,472.01633
DRF15,OUT017,2492.0945
DRI51,OUT013,2684.619
NCX54,OUT013,1761.1361
DRE01,OUT013,3684.877
NCB07,OUT045,3007.7683
FDU50,OUT035,1950.4631
FDG40,OUT035,742.13293
FDW10,OUT018,2331.1296
FDX51,OUT013,3028.0718
NCP17,OUT045,1097.5315
FDP21,OUT035,3160.3647
FDL04,OUT045,1644.6273
FDV23,OUT013,2084.3716
FDF24,OUT046,1357.901
FDH56,OUT027,3034.6306
FDB51,OUT049,1033.5747
FDI58,OUT027,2529.7993
FDR20,OUT013,821.8882
FDC51,OUT018,1848.5903
FDB16,OUT027,2405.8403
FDE40,OUT049,1077.656
NCM17,OUT035,899.5248
FDU56,OUT035,3185.2002
FDS32,OUT019,416.84222
FDX02,OUT049,3714.6738
FDT39,OUT027,3432.5647
FDE35,OUT017,964.5186
NCI42,OUT019,585.20374
DRL23,OUT046,1712.3746
FDA10,OUT046,2047.3644
FDA11,OUT013,1582.8376
NCM06,OUT046,2377.1426
NCT05,OUT035,3929.9775
NCQ02,OUT010,628.33484
NCY06,OUT049,2147.8167
FDY56,OUT035,3768.4634
FDL02,OUT035,1713.5471
NCI06,OUT035,2919.8855
FDQ14,OUT045,2354.6755
FDQ12,OUT017,3793.763
FDP36,OUT046,877.7712
FDK21,OUT027,6881.599
FDO40,OUT045,2477.545
NCK54,OUT019,408.90692
FDY09,OUT018,2667.1174
NCW30,OUT049,3652.6003
NCC55,OUT027,830.59937
FDE58,OUT018,1688.4996
FDR39,OUT013,2949.4158
FDU28,OUT049,3022.827
FDH08,OUT017,3859.743
FDG35,OUT045,2592.2637
FDG22,OUT049,723.6408
FDC34,OUT035,2672.1409
FDP15,OUT018,3301.7517
FDK34,OUT010,673.0414
FDU45,OUT035,2023.2855
FDQ04,OUT027,1011.6856
FDX22,OUT018,3000.518
FDB45,OUT017,1747.7275
NCH43,OUT027,5023.7363
DRE60,OUT046,3432.988
FDD17,OUT027,6170.3716
NCM54,OUT017,2110.824
NCH55,OUT013,2134.2969
NCT06,OUT017,2692.165
FDA48,OUT027,4458.0093
FDY58,OUT027,6106.8374
FDO25,OUT045,3432.4404
FDN50,OUT045,1551.2109
FDH35,OUT035,2654.8364
FDK09,OUT045,3665.5186
FDO16,OUT013,1794.0497
FDW11,OUT045,1085.4946
FDU47,OUT027,3597.9597
NCQ42,OUT010,385.4526
FDK55,OUT027,2478.1184
FDN08,OUT049,1938.4862
FDT57,OUT045,3795.878
FDJ12,OUT018,3043.6428
DRL59,OUT017,1001.5177
NCN53,OUT046,745.4945
FDO51,OUT010,286.23038
FDK56,OUT017,3089.5906
FDY12,OUT035,941.4219
FDU15,OUT035,760.68536
FDQ19,OUT046,3885.3025
DRF15,OUT045,2429.8472
DRE25,OUT019,357.336
FDK57,OUT018,1734.3527
FDD33,OUT010,650.3964
FDR34,OUT027,5970.1406
FDU04,OUT045,2006.1659
FDE35,OUT019,311.63702
NCD31,OUT035,2752.9246
FDJ56,OUT035,1621.0762
NCU53,OUT046,2534.8772
FDD39,OUT035,3519.739
NCU17,OUT019,384.1668
FDJ20,OUT046,1993.7272
NCW41,OUT018,2411.0564
FDL52,OUT035,786.4134
FDS39,OUT035,2194.7761
DRJ47,OUT045,2769.2703
FDP13,OUT010,247.83421
DRK39,OUT010,339.4222
FDF28,OUT010,367.7605
FDB09,OUT045,1983.2771
FDM51,OUT046,1648.4178
DRM49,OUT018,678.0258
DRF23,OUT013,2748.2031
DRH01,OUT035,2936.7126
FDH12,OUT027,2779.3828
FDA28,OUT019,393.97375
FDW37,OUT018,1243.549
FDF02,OUT046,1719.1099
DRL37,OUT046,774.6969
NCF43,OUT046,2119.6338
FDH08,OUT010,639.16315
FDR34,OUT019,705.40765
NCK19,OUT049,3088.6038
NCD55,OUT018,586.34296
FDT27,OUT049,3810.3787
FDQ57,OUT045,2366.1433
FDA47,OUT035,2569.2646
DRG15,OUT027,1859.672
FDE05,OUT018,2112.5957
FDN46,OUT046,1721.9982
FDX27,OUT027,2723.9263
FDT51,OUT045,1711.1149
FDU33,OUT013,798.37524
FDJ16,OUT027,1747.5978
FDD20,OUT019,441.5968
FDT36,OUT049,708.5259
DRF15,OUT027,3666.2493
FDN52,OUT010,310.8318
FDC22,OUT027,5479.51
FDX15,OUT045,2571.6995
FDT13,OUT013,3031.0627
FDU04,OUT017,2083.3914
FDU31,OUT019,583.9868
FDW59,OUT027,2428.3096
NCO29,OUT046,2569.0322
FDL15,OUT035,2545.4336
FDI41,OUT049,2484.6492
FDQ48,OUT049,1664.714
DRI39,OUT013,941.153
FDI08,OUT013,4099.834
FDC21,OUT049,1801.5029
FDF58,OUT035,1103.1986
FDS08,OUT010,593.53436
FDE47,OUT045,2038.0762
NCP18,OUT019,442.0103
NCR41,OUT013,1563.5905
FDA27,OUT013,3999.4727
FDA43,OUT035,3165.5476
FDA49,OUT045,1392.175
NCE55,OUT018,2740.1794
DRM49,OUT027,1317.1243
FDF22,OUT027,5057.1846
FDQ15,OUT018,1305.1285
NCS54,OUT017,3009.3118
NCY05,OUT013,719.4064
FDR45,OUT046,3760.9949
FDK57,OUT049,2065.5444
FDF41,OUT010,692.4248
FDV21,OUT046,2127.8474
FDD51,OUT046,878.5751
FDF33,OUT046,1776.9961
FDA38,OUT046,3834.337
FDR56,OUT045,3067.5713
NCN41,OUT017,2065.1045
FDC60,OUT027,2480.1763
FDB47,OUT045,3466.1382
DRH01,OUT013,2881.7393
FDW08,OUT046,1714.0284
FDF38,OUT027,1125.1039
FDY32,OUT017,2516.0073
FDG34,OUT049,1763.1593
FDG47,OUT019,672.8422
NCF18,OUT035,3164.9797
FDL39,OUT019,569.2736
NCH55,OUT035,2112.7532
DRJ35,OUT049,1028.287
FDS44,OUT035,3809.4373
DRE01,OUT018,3679.8723
FDY39,OUT013,3010.937
FDY32,OUT018,2491.1116
FDR33,OUT027,3204.1965
NCP50,OUT049,1326.6068
FDZ47,OUT018,1444.0222
FDU57,OUT049,2403.286
FDY44,OUT013,3028.7507
DRH59,OUT018,1101.5776
FDB03,OUT027,5919.547
FDY46,OUT045,2984.696
FDM39,OUT045,2780.7505
FDY36,OUT035,1293.1803
NCM55,OUT035,3189.3157
FDJ50,OUT010,269.54684
DRL60,OUT013,2358.1523
NCJ54,OUT049,3782.2173
FDX59,OUT017,721.9604
FDI07,OUT013,3005.8699
DRF51,OUT010,219.29109
FDM14,OUT017,1818.0901
FDP21,OUT045,3068.337
FDE40,OUT035,1150.5897
FDE05,OUT035,2448.942
FDM13,OUT027,3297.4
FDC34,OUT027,3615.641
NCI55,OUT018,1898.6809
NCE43,OUT018,2476.6326
FDW58,OUT018,1492.7614
FDG60,OUT045,3594.1113
FDV31,OUT017,2847.9736
FDR47,OUT013,2950.1333
FDM60,OUT019,222.14146
NCF06,OUT018,3230.6902
NCN26,OUT027,2907.826
FDQ59,OUT049,1419.0529
FDF09,OUT046,724.3966
NCS06,OUT017,3684.7336
FDT44,OUT046,1956.6848
FDI19,OUT017,3832.416
FDT22,OUT017,1058.5186
NCF54,OUT027,4325.519
DRG25,OUT045,3078.2673
FDB59,OUT017,3071.4668
FDQ37,OUT017,3332.0466
FDP56,OUT035,905.5039
FDW44,OUT035,2910.8074
FDJ26,OUT010,655.25916
FDU43,OUT018,3357.481
FDW33,OUT045,1677.7317
NCX53,OUT027,3390.8083
FDN56,OUT010,484.317
DRF15,OUT049,2445.9705
FDO33,OUT017,2011.0331
FDZ39,OUT010,356.0933
NCJ19,OUT017,1001.03503
FDU01,OUT035,3170.361
FDT12,OUT035,3730.2844
NCM18,OUT018,943.4288
FDP19,OUT017,2044.7396
NCR42,OUT049,714.4902
FDN10,OUT046,1997.1859
FDG44,OUT017,954.477
FDQ10,OUT046,2895.7207
DRH13,OUT049,1718.3651
FDT52,OUT013,4041.7083
FDM56,OUT045,1724.6056
NCO43,OUT010,402.6101
NCV29,OUT035,2931.813
NCF06,OUT013,3934.9734
FDO50,OUT035,1510.3917
FDT59,OUT013,3959.5671
FDX40,OUT027,1054.0734
FDE50,OUT017,3257.5886
FDX51,OUT017,3164.6636
NCD30,OUT018,1427.0961
FDK15,OUT013,1721.3055
FDL12,OUT045,1044.5393
FDK46,OUT017,3911.292
DRH49,OUT010,312.68
FDQ57,OUT046,2398.26
FDY59,OUT017,1559.648
FDO09,OUT018,3782.3992
NCG30,OUT035,2002.6244
FDM09,OUT017,2714.4802
NCN17,OUT027,2574.5278
NCS42,OUT013,1439.8159
FDD02,OUT019,383.83978
FDE34,OUT013,3034.2178
FDU38,OUT045,3052.6414
FDB33,OUT046,2700.3218
NCJ29,OUT017,1448.2876
FDZ27,OUT035,914.6445
FDI40,OUT013,1625.1464
FDG22,OUT013,722.9355
FDT51,OUT017,1787.8568
FDF20,OUT018,2841.551
FDV50,OUT035,2026.463
FDT02,OUT049,723.63306
DRC49,OUT017,2420.2634
FDF26,OUT049,2365.8562
FDV52,OUT035,2020.1276
FDX59,OUT049,715.81805
FDV25,OUT035,3740.5874
FDW23,OUT027,1121.0134
FDE53,OUT018,1480.3893
FDA19,OUT017,2086.8914
FDH22,OUT046,2053.3582
NCO41,OUT013,1594.1018
FDX12,OUT017,3953.9783
FDF17,OUT013,3010.4104
FDS11,OUT045,3677.4182
FDR51,OUT035,2440.7556
FDT49,OUT010,360.1481
FDC56,OUT013,2053.4968
FDR13,OUT027,2951.7686
FDQ60,OUT035,2001.8463
FDN38,OUT049,3770.719
NCL29,OUT013,2557.327
FDO13,OUT027,4038.0242
FDE26,OUT018,2116.2737
FDA31,OUT010,450.4095
FDX14,OUT035,1365.5916
FDA34,OUT045,3172.303
FDF26,OUT013,2350.4924
FDE38,OUT045,2550.3633
DRI11,OUT046,1967.3239
FDQ60,OUT027,2962.6948
FDL21,OUT027,961.9031
DRC12,OUT027,5315.069
FDC47,OUT046,3469.8518
FDE57,OUT045,2042.1288
FDT14,OUT045,2009.7511
NCZ53,OUT046,3108.9224
FDE28,OUT018,3734.3809
FDR19,OUT035,2526.0999
NCF54,OUT019,503.79968
FDZ08,OUT046,1389.4546
NCJ05,OUT018,2288.971
FDF59,OUT046,2011.0128
NCO05,OUT035,1672.7986
FDW24,OUT018,756.8337
NCX42,OUT018,2528.533
NCA53,OUT035,919.01697
FDI45,OUT019,495.41034
FDG46,OUT046,1840.0491
FDM20,OUT010,639.84595
FDW11,OUT010,307.91595
FDX08,OUT035,3010.2727
NCK17,OUT035,779.3389
FDK32,OUT018,2189.9558
NCA42,OUT035,2618.2012
DRI01,OUT035,2894.394
NCL55,OUT049,3635.3352
DRE25,OUT018,1391.1581
FDD14,OUT017,3061.8616
FDB10,OUT046,3781.3975
DRN11,OUT035,2408.6047
FDP38,OUT018,740.5055
NCA30,OUT017,3084.3555
FDT15,OUT017,3116.5925
NCP55,OUT018,849.26465
FDF12,OUT035,2361.9875
FDM21,OUT018,3460.1802
FDX56,OUT035,3622.5676
FDF10,OUT017,2533.4553
FDT32,OUT045,3007.7683
FDM51,OUT018,1530.4833
NCR50,OUT018,2336.274
FDI19,OUT049,3797.4814
FDX21,OUT017,1730.2454
FDR31,OUT035,2436.762
FDY02,OUT013,4212.335
NCA29,OUT045,2888.9407
NCX17,OUT046,3074.6543
FDM12,OUT045,3068.8005
FDI53,OUT027,3850.6953
NCU30,OUT049,2597.5488
FDC56,OUT027,3176.5447
